Vardas              Pavarde             ND1  ND2  ND3  ND4  ND5  ND6  ND7  ND8  ND9  ND10 Egz
Vardas6653          Pavarde6653         6    8    8    10   5    1    1    10   3    7    4    
Vardas6654          Pavarde6654         6    3    4    1    10   3    4    2    9    7    10   
Vardas6655          Pavarde6655         4    4    9    3    7    1    6    10   5    5    7    
Vardas6656          Pavarde6656         1    6    1    1    9    9    1    2    5    6    1    
Vardas6657          Pavarde6657         8    7    10   4    1    9    10   3    4    6    8    
Vardas6658          Pavarde6658         1    3    3    4    3    4    4    6    7    9    4    
Vardas6659          Pavarde6659         5    4    6    9    7    9    1    2    4    6    10   
Vardas6660          Pavarde6660         10   4    4    9    3    9    1    4    10   9    10   
Vardas6661          Pavarde6661         4    9    1    3    9    2    1    9    8    7    2    
Vardas6662          Pavarde6662         3    10   3    7    6    3    8    8    1    9    3    
Vardas6663          Pavarde6663         3    3    1    8    7    10   7    6    10   10   6    
Vardas6664          Pavarde6664         7    9    4    9    6    1    2    2    5    10   10   
Vardas6665          Pavarde6665         9    7    7    6    1    10   2    1    4    1    6    
Vardas6666          Pavarde6666         10   3    3    9    10   5    5    3    4    5    6    
Vardas6667          Pavarde6667         1    9    3    3    3    3    3    2    2    3    7    
Vardas6668          Pavarde6668         6    3    9    5    10   1    4    6    1    4    5    
Vardas6669          Pavarde6669         8    4    3    8    3    3    4    4    9    3    8    
Vardas6670          Pavarde6670         6    4    4    6    7    10   6    1    4    5    4    
Vardas6671          Pavarde6671         5    6    10   6    7    10   3    6    2    3    4    
Vardas6672          Pavarde6672         1    10   3    2    10   2    10   7    6    7    4    
Vardas6673          Pavarde6673         6    9    8    4    9    10   10   1    3    7    6    
Vardas6674          Pavarde6674         4    10   1    9    4    5    9    9    7    8    9    
Vardas6675          Pavarde6675         7    7    4    1    9    5    9    1    7    5    3    
Vardas6676          Pavarde6676         10   6    6    1    9    7    6    2    4    6    4    
Vardas6677          Pavarde6677         1    2    2    3    8    9    10   9    6    9    3    
Vardas6678          Pavarde6678         2    6    2    3    8    7    9    5    3    2    2    
Vardas6679          Pavarde6679         5    1    7    2    5    4    6    5    4    2    10   
Vardas6680          Pavarde6680         5    1    3    6    3    2    7    5    7    5    1    
Vardas6681          Pavarde6681         8    7    6    7    5    8    1    1    8    5    10   
Vardas6682          Pavarde6682         3    1    1    8    8    4    9    4    6    2    6    
Vardas6683          Pavarde6683         7    10   6    2    9    10   3    5    8    9    2    
Vardas6684          Pavarde6684         9    3    3    9    6    4    7    7    1    6    6    
Vardas6685          Pavarde6685         5    6    8    9    6    6    2    3    10   1    5    
Vardas6686          Pavarde6686         5    1    5    4    3    1    10   5    3    10   6    
Vardas6687          Pavarde6687         10   5    5    3    4    3    4    7    4    2    10   
Vardas6688          Pavarde6688         3    10   7    2    8    7    2    3    10   4    2    
Vardas6689          Pavarde6689         9    8    8    7    9    2    4    6    8    2    6    
Vardas6690          Pavarde6690         9    3    8    3    7    5    1    7    9    7    6    
Vardas6691          Pavarde6691         1    10   9    4    10   6    3    6    7    3    3    
Vardas6692          Pavarde6692         1    4    4    2    1    4    8    4    4    5    4    
Vardas6693          Pavarde6693         2    2    2    10   10   1    5    7    10   8    3    
Vardas6694          Pavarde6694         3    7    6    9    5    6    10   6    8    1    5    
Vardas6695          Pavarde6695         3    3    4    9    10   9    3    6    10   6    4    
Vardas6696          Pavarde6696         4    6    5    3    4    1    7    8    5    4    9    
Vardas6697          Pavarde6697         5    4    4    8    9    6    4    10   5    6    2    
Vardas6698          Pavarde6698         7    4    1    1    8    5    5    4    2    10   5    
Vardas6699          Pavarde6699         5    1    2    5    10   4    3    3    3    8    9    
Vardas6700          Pavarde6700         1    2    2    10   8    3    9    9    4    4    4    
Vardas6701          Pavarde6701         6    4    8    6    3    1    10   7    8    6    5    
Vardas6702          Pavarde6702         2    3    6    3    7    9    2    8    1    2    8    
Vardas6703          Pavarde6703         3    3    1    9    7    8    4    4    3    3    4    
Vardas6704          Pavarde6704         7    10   5    8    6    1    9    3    10   9    6    
Vardas6705          Pavarde6705         4    3    7    6    2    1    4    9    10   10   8    
Vardas6706          Pavarde6706         4    6    1    5    8    6    8    6    4    4    9    
Vardas6707          Pavarde6707         6    10   4    1    5    9    1    6    5    8    7    
Vardas6708          Pavarde6708         6    7    5    8    8    4    2    9    4    2    3    
Vardas6709          Pavarde6709         3    2    10   10   4    1    1    6    4    5    10   
Vardas6710          Pavarde6710         6    9    2    1    4    5    5    8    3    5    5    
Vardas6711          Pavarde6711         10   9    7    5    7    9    3    9    4    10   4    
Vardas6712          Pavarde6712         3    8    2    4    7    2    1    4    6    3    9    
Vardas6713          Pavarde6713         5    8    7    8    3    3    5    9    4    5    9    
Vardas6714          Pavarde6714         7    7    7    4    1    4    4    1    2    9    9    
Vardas6715          Pavarde6715         1    7    7    10   2    6    6    3    7    2    8    
Vardas6716          Pavarde6716         7    2    3    8    10   3    1    2    1    9    4    
Vardas6717          Pavarde6717         4    9    6    4    5    2    8    3    3    7    10   
Vardas6718          Pavarde6718         2    9    7    8    8    9    9    10   8    3    7    
Vardas6719          Pavarde6719         4    3    4    5    1    2    5    9    2    10   5    
Vardas6720          Pavarde6720         7    8    3    7    10   8    1    10   3    7    4    
Vardas6721          Pavarde6721         6    8    5    9    9    10   1    5    6    7    6    
Vardas6722          Pavarde6722         1    10   10   10   8    5    1    9    8    10   5    
Vardas6723          Pavarde6723         8    5    8    10   7    10   4    9    5    6    8    
Vardas6724          Pavarde6724         5    10   4    2    6    7    1    7    9    5    7    
Vardas6725          Pavarde6725         8    1    5    2    10   6    1    5    3    2    5    
Vardas6726          Pavarde6726         8    7    8    6    3    7    5    1    2    1    9    
Vardas6727          Pavarde6727         1    8    4    10   6    1    5    9    2    1    10   
Vardas6728          Pavarde6728         5    4    5    8    8    7    5    2    2    2    10   
Vardas6729          Pavarde6729         6    8    6    1    7    3    2    10   10   9    8    
Vardas6730          Pavarde6730         2    5    9    2    8    2    8    2    8    4    4    
Vardas6731          Pavarde6731         2    7    2    7    8    2    5    1    2    10   1    
Vardas6732          Pavarde6732         5    10   1    6    7    7    6    5    8    9    6    
Vardas6733          Pavarde6733         5    6    2    3    10   7    7    3    4    3    1    
Vardas6734          Pavarde6734         1    4    4    1    9    8    6    4    3    8    4    
Vardas6735          Pavarde6735         5    7    4    5    5    7    3    5    1    8    4    
Vardas6736          Pavarde6736         7    8    3    7    7    6    8    5    6    9    2    
Vardas6737          Pavarde6737         7    9    1    3    7    9    1    8    5    9    10   
Vardas6738          Pavarde6738         5    7    9    9    8    6    7    3    3    6    2    
Vardas6739          Pavarde6739         3    4    6    6    10   5    6    1    5    4    7    
Vardas6740          Pavarde6740         8    8    2    3    10   4    10   7    10   6    6    
Vardas6741          Pavarde6741         1    7    5    6    9    3    6    8    10   1    9    
Vardas6742          Pavarde6742         2    7    8    8    9    1    1    6    3    7    10   
Vardas6743          Pavarde6743         3    2    4    2    2    1    6    1    6    1    3    
Vardas6744          Pavarde6744         6    4    9    2    6    9    7    6    8    10   6    
Vardas6745          Pavarde6745         8    3    9    9    3    2    6    10   9    10   1    
Vardas6746          Pavarde6746         3    6    1    10   1    1    9    7    2    3    3    
Vardas6747          Pavarde6747         3    7    4    7    2    7    7    9    1    9    2    
Vardas6748          Pavarde6748         5    10   4    4    7    9    10   6    10   7    7    
Vardas6749          Pavarde6749         8    7    10   1    3    10   9    10   9    9    9    
Vardas6750          Pavarde6750         3    1    4    1    9    10   8    5    5    9    2    
